age,category,citizenship,company.name,company.type,country code,founded,from emerging,gdp,gender,industry,inherited,name,rank,region,relationship,sector,was founder,was political,wealth.type,worth in billions,year
-1,New Sectors,United States,Hewlett-Packard,new,USA,1939,True,8100000000000.0,male,Technology-Computer,True,William Hewlett,106,North America,founder,printers,True,False,founder non-finance,2.9,1996
32,Traded Sectors,United States,Wm Wrigley Jr. Company,new,USA,1891,True,8100000000000.0,male,Consumer,True,William Wrigley,216,North America,relation,gum,True,False,inherited,1.9,1996
47,Resource Related,United States,Standard Oil,new,USA,1870,True,8100000000000.0,male,Energy,True,Winthrop Rockefeller,416,North America,relation,oil,True,False,inherited,1.0,1996
-1,Traded Sectors,Indonesia,Gudang Garam,new,IDN,1958,True,227000000000.0,,Consumer,True,Wonowidjojo family,17,East Asia,,cigarettes,True,False,inherited,6.7,1996
-1,Traded Sectors,Malaysia,DRB-HICOM Group,state owned enterprise,MYS,1980,True,101000000000.0,male,Consumer,True,Yahaya Ahmad,360,East Asia,Chairman and Chief Executive Officer,cars,True,False,privatized and resources,1.1,1996
66,Financial,Japan,Takefuji,new,JPN,0,True,4710000000000.0,male,Money Management,True,Yasuo Takei,30,East Asia,founder,finance,True,False,self-made finance,5.2,1996
-1,Non-Traded Sectors,Japan,Pasona Inc,new,JPN,1976,True,4710000000000.0,male,"Retail, Restaurant",True,Yasuyuki Nambu,134,East Asia,founder,staffing services,True,False,founder non-finance,2.5,1996
-1,Resource Related,Malaysia,Samling Strategic Corp,new,MYS,1963,True,101000000000.0,male,Mining and metals,True,Yaw Teck-seng,121,East Asia,founder,logging,True,False,privatized and resources,2.6,1996
-1,0,Malaysia,YTL Corporation,new,MYS,1955,True,101000000000.0,male,0,True,Yeoh Tiong Lay,264,East Asia,founder,"construction, utilities",True,False,founder non-finance,1.5,1996
61,Financial,Japan,Seibu Corporation,aquired,JPN,1894,True,4710000000000.0,male,Real Estate,True,Yoshiaki Tsutsumi,8,East Asia,relation,real estate,True,False,inherited,9.2,1996
70,Non-Traded Sectors,United States,Univision,aquired,USA,1955,True,10600000000000.0,male,Media,True,A Jerrold Perenchio,151,North America,former chairman and CEO,media,True,False,executive,3.0,2001
-1,Traded Sectors,Saudi Arabia,Jeraisy Group,new,SAU,1956,True,183000000000.0,male,Consumer,True,Abdul Al Rahman  Al Jeraisy,336,Middle East/North Africa,founder,industrial goods,True,False,founder non-finance,1.5,2001
47,Financial,United Arab Emirates,Al-Ghurair Group,new,ARE,1960,True,103000000000.0,male,Money Management,True,Abdul Aziz Al Ghurair,251,Middle East/North Africa,relation,industrial goods,True,False,inherited,1.9,2001
-1,Financial,Saudi Arabia,Al Rajhi bank,new,SAU,1957,True,183000000000.0,male,Money Management,True,Abdullah Al Rajhi,222,Middle East/North Africa,founder,Banking,True,False,self-made finance,2.1,2001
39,Financial,United States,Fidelity Investments,new,USA,1946,True,10600000000000.0,female,Money Management,True,Abigail Johnson,30,North America,relation,investment banking,True,False,inherited,9.1,2001
64,Non-Traded Sectors,Brazil,Companhia Brasileira de Distribui?ao,new,BRA,1948,True,560000000000.0,male,"Retail, Restaurant",True,Abilio dos Santos Diniz,312,Latin America,relation,retail,True,False,inherited,1.6,2001
74,Traded Sectors,Italy,MaxMara,new,ITA,1951,True,1160000000000.0,male,Consumer,True,Achille Maramotti,222,Europe,founder,fashion,True,False,founder non-finance,2.1,2001
66,New Sectors,Germany,Ratiopharm,new,DEU,1881,True,1950000000000.0,male,Technology-Medical,True,Adolf Merckle,222,Europe,relation,pharmaceuticals,True,False,inherited,2.1,2001
70,Financial,United Kingdom,Swire,new,GBR,1816,True,1530000000000.0,male,Diversified financial,True,Adrian Swire,222,Europe,relation,trading company,True,False,inherited,2.1,2001
-1,New Sectors,Japan,Otsuka Holdings,new,JPN,1921,True,4160000000000.0,male,Technology-Medical,True,Akihiko Otsuka,251,East Asia,relation,pharmaceuticals,True,False,inherited,1.9,2001
66,Financial,Japan,Mori Building,new,JPN,1959,True,4160000000000.0,male,Real Estate,True,Akira Mori,130,East Asia,relation,construction,True,False,inherited,3.3,2001
-1,Traded Sectors,France,Chanel,new,FRA,1909,True,1380000000000.0,male,Consumer,True,Alain Wertheimer,70,Europe,relation,luxury goods,True,False,inherited,5.0,2001
71,Non-Traded Sectors,United States,Cablevision Industries,new,USA,1956,True,10600000000000.0,male,Media,True,Alan Gerry,182,North America,founder,media,True,False,founder non-finance,2.5,2001
75,Financial,Belgium,Groupe Bruxelles Lambert,aquired,BEL,1956,True,237000000000.0,male,Money Management,True,Albert Frere,490,Europe,founder,steel/banking,True,False,self-made finance,1.0,2001
83,0,United States,FlightSafety International,new,USA,1951,True,10600000000000.0,male,Other,True,Albert Ueltschi,452,North America,founder,commercial pilot training,True,False,founder non-finance,1.1,2001
68,Resource Related,Mexico,Penoles,privatization,MEX,1960,True,725000000000.0,male,Mining and metals,True,Alberto Bailleres Gonzalez,251,Latin America,relation,mining,True,False,inherited,1.9,2001
-1,Financial,United States,Amerindo Investment Advisors,new,USA,1980,True,10600000000000.0,male,Money Management,True,Alberto Vilar,490,North America,founder,investment banking,True,False,self-made finance,1.0,2001
-1,Traded Sectors,Netherlands,Heineken International,new,NLD,1864,True,426000000000.0,male,Consumer,True,Alfred Heineken,98,Europe,relation,beer,True,False,inherited,4.0,2001
-1,0,United States,MBNA,subsidiary,USA,1982,True,10600000000000.0,male,Other,True,Alfred Lerner,69,North America,chairman,credit cards,True,False,executive,5.1,2001
57,Financial,Mexico,Banamex,aquired,MEX,1884,True,725000000000.0,male,Money Management,True,Alfredo Harp Helu,387,Latin America,owner,banking,True,False,self-made finance,1.3,2001
52,Non-Traded Sectors,United States,Walmart, new,USA,1962,True,10600000000000.0,female,"Retail, Restaurant",True,Alice Walton,10,North America,relation,retail,True,False,inherited,18.5,2001
48,Non-Traded Sectors,Spain,Construcciones y Contratas,aquired,ESP,1952,True,626000000000.0,female,Constrution,True,Alicia Koplowitz,490,Europe,relation,construction,True,False,inherited,1.0,2001
80,Financial,Brazil,Banco Real,new,BRA,1925,True,560000000000.0,male,Money Management,True,Aloysio de Andrade Faria,167,Latin America,relation,banking,True,False,inherited,2.8,2001
-1,Non-Traded Sectors,Argentina,Loma Negra,new,ARG,1926,True,269000000000.0,female,Constrution,True,Amalia Lacroze de Fortabat,490,Latin America,relation,cement,True,False,inherited,1.0,2001
65,Traded Sectors,Spain,Zara,new,ESP,1975,True,626000000000.0,male,Consumer,True,Amancio Ortega,43,Europe,founder,Fashion,True,False,founder non-finance,6.6,2001
64,Non-Traded Sectors,United States,Continental Cablevision,new,USA,1964,True,10600000000000.0,male,Media,True,Amos Hosetter Jr,130,North America,founder,media,True,False,founder non-finance,3.3,2001
62,Non-Traded Sectors,Malaysia,Usaha Tegas Sdn Bhd,new,MYS,1984,True,92783947368.0,male,Media,True,Ananda Krishnan,490,East Asia,founder,real estate,True,False,founder non-finance,1.0,2001
-1,New Sectors,Switzerland,Kudelski Group,new,CHE,1951,True,279000000000.0,male,Technology-Computer,True,Andre Kudelski,292,Europe,relation,software,True,False,inherited,1.7,2001
-1,New Sectors,United States,Monster Worldwide,new,USA,1967,True,10600000000000.0,male,Technology-Computer,True,Andrew McKelvey,312,North America,founder,advertising,True,False,founder non-finance,1.6,2001
74,Resource Related,Chile,Antofagasta,aquired,CHL,1888,True,72300000000.0,male,Mining and metals,True,Andronico Luksic,387,Latin America,founder,copper,True,False,privatized and resources,1.3,2001
-1,Traded Sectors,United States,Walmart, new,USA,1962,True,10600000000000.0,female,Consumer,True,Ann Kroenke,124,North America,relation,retail,True,False,inherited,3.4,2001
81,Non-Traded Sectors,United States,Cox Enterprises,aquired,USA,1898,True,10600000000000.0,female,Media,True,Anne Cox Chambers,21,North America,relation,media,True,False,inherited,11.7,2001
55,Non-Traded Sectors,United Kingdom,JCB,new,GBR,1945,True,1530000000000.0,male,Constrution,True,Anthony Bamford,387,Europe,relation,"heavy equiptment (excavators, backhoes and tractors)",True,False,inherited,1.3,2001
64,Non-Traded Sectors,Ireland,Independent News & Media,new,IRL,1904,True,109000000000.0,male,Media,True,Anthony O'Reilly,421,Europe,chairman,media,True,False,executive,1.2,2001
57,Financial,Sweden,Axel Johnson Group,new,SWE,1873,True,240000000000.0,female,Money Management,True,Antonia Johnson,490,Europe,relation,trade investment,True,False,inherited,1.0,2001
82,Financial,Portugal,Maceira Liz,new,PRT,1923,True,122000000000.0,male,Money Management,True,Antonio Champalimaud,234,Europe,relation,cement,True,False,inherited,2.0,2001
-1,Traded Sectors,Brazil,Votorantim Group,new,BRA,1919,True,560000000000.0,male,Non-consumer industrial,True,Antonio Ermirio de Moraes,116,Latin America,relation,"metals, paper, cement",True,False,inherited,3.5,2001
71,Resource Related,United States,Sierra Pacific Industries,new,USA,1949,True,10600000000000.0,male,Mining and metals,True,Archie Aldis Emmerson,421,North America,founder,"lumber, real estate",True,False,privatized and resources,1.2,2001
58,Non-Traded Sectors,United States,Home Depot,new,USA,1979,True,10600000000000.0,male,"Retail, Restaurant",True,Arthur Blank,251,North America,founder,retail,True,False,founder non-finance,1.9,2001
74,Financial,United States,Davis & Rock,new,USA,1961,True,10600000000000.0,male,Venture Capital,True,Arthur Rock,452,North America,founder,venture capitalist,True,False,self-made finance,1.1,2001
58,Financial,United States,A.L. Williams & Associates,new,USA,1977,True,10600000000000.0,male,Hedge funds,True,Arthur Williams Jr,387,North America,founder,life insurance ,True,False,self-made finance,1.3,2001
54,Financial,United States,Outdoor Systems,new,USA,1947,True,10600000000000.0,male,Real Estate,True,Arturo Moreno,387,North America,CEO,advertising,True,False,self-made finance,1.3,2001
70,Financial,Germany,"Allianz, Merk Finck & Co",new,DEU,1890,True,1950000000000.0,male,Money Management,True,August von Finck,70,Europe,relation,banking/insurance,True,False,inherited,5.0,2001
-1,Financial,Turkey,Dogus Holding,new,TUR,1951,True,196000000000.0,male,Money Management,True,Ayhan Sahenk,234,Middle East/North Africa,founder,construction,True,False,self-made finance,2.0,2001
55,New Sectors,India,Wipro Limited,new,IND,1945,True,494000000000.0,male,Technology-Computer,True,Azim Premji,42,South Asia,relation,software,True,False,inherited,6.9,2001
59,Financial,United States,Carlson Inc,new,USA,1938,True,10600000000000.0,female,Real Estate,True,Barbara Carlson Gage,363,North America,relation,hospitality,True,False,inherited,1.4,2001
77,Non-Traded Sectors,United States,Cox Enterprises,aquired,USA,1898,True,10600000000000.0,female,Media,True,Barbara Cox Anthony,21,North America,relation,media,True,False,inherited,11.7,2001
64,New Sectors,United States,Johnson & Johnson,new,USA,1886,True,10600000000000.0,female,Technology-Medical,True,Barbara Piasecka Johnson,209,North America,relation,medical supplies,True,False,inherited,2.2,2001
59,New Sectors,United States,IAC ,new,USA,1986,True,10600000000000.0,male,Technology-Computer,True,Barry Diller,490,North America,Chairman and Chief Executive Officer,media,True,False,executive,1.0,2001
51,New Sectors,Taiwan,Quanta Computer,new,Taiwan,1988,True,0.0,male,Technology-Computer,True,Barry Lam,452,East Asia,founder,laptops,True,False,founder non-finance,1.1,2001
59,Non-Traded Sectors,Portugal,Sonae SGPS,aquired,PRT,1959,True,122000000000.0,male,"Retail, Restaurant",True,Belmiro de Azevedo,490,Europe,chairman,retail,True,False,executive,1.0,2001
-1,Financial,Switzerland,Edmond de Rothschild Group,new,CHE,1953,True,279000000000.0,male,Money Management,True,Benjamin de Rothschild,490,Europe,relation,banking,True,False,inherited,1.0,2001
58,Traded Sectors,United States,Campbell Soup,aquired,USA,1869,True,10600000000000.0,male,Consumer,True,Bennett Dorrance,336,North America,relation,soup,True,False,inherited,1.5,2001
52,Traded Sectors,France,LVMH,acquired,FRA,1981,True,1380000000000.0,male,Consumer,True,Bernard Arnault,26,Europe,founder,luxury goods,True,False,founder non-finance,10.7,2001
70,0,United Kingdom,Formula One Group,aquired,GBR,1974,True,1530000000000.0,male,Other,True,Bernard Ecclestone,182,Europe,investor and  CEO,racing,True,False,executive,2.5,2001
71,Non-Traded Sectors,United States,Home Depot,new,USA,1979,True,10600000000000.0,male,"Retail, Restaurant",True,Bernard Marcus,130,North America,founder,home improvement retail,True,False,founder non-finance,3.3,2001
59,New Sectors,Canada,Empire Laboratories,new,CAN,1959,True,733000000000.0,male,Technology-Medical,True,Bernard Sherman,209,North America,relation,pharmaceuticals,True,False,inherited,2.2,2001
45,New Sectors,United States,Microsoft,new,USA,1975,True,10600000000000.0,male,Technology-Computer,True,Bill Gates,1,North America,founder, Software,True,False,founder non-finance,58.7,2001
73,Financial,United States,Red McCombs Automotive Group,new,USA,1958,True,10600000000000.0,male,Real Estate,True,Billy Joe McCombs,336,North America,founder,"auto sales, energy",True,False,self-made finance,1.5,2001
59,Non-Traded Sectors,United States,Paychex,new,USA,1971,True,10600000000000.0,male,"Retail, Restaurant",True,Blase Golisano,272,North America,founder,payroll processing,True,False,founder non-finance,1.8,2001
67,Non-Traded Sectors,United States,Public Storage,new,USA,1972,True,10600000000000.0,male,"Retail, Restaurant",True,Bradley Hughes,387,North America,founder,self-storage,True,False,founder non-finance,1.3,2001
-1,Non-Traded Sectors,United States,Comcast,new,USA,1969,True,10600000000000.0,male,Media,True,Brian Roberts,421,North America,relation,media,True,False,inherited,1.2,2001
55,Financial,United States,Caxton Associates,new,USA,1983,True,10600000000000.0,male,Hedge funds,True,Bruce Kovner,490,North America,founder,commodities trading,True,False,self-made finance,1.0,2001
-1,Non-Traded Sectors,United States,McCaw Cellular,new,USA,1987,True,10600000000000.0,male,Media,True,Bruce McCaw,452,North America,founder,cell phones,True,False,founder non-finance,1.1,2001
68,Financial,United Kingdom,Schroders,new,GBR,1800,True,1530000000000.0,male,Money Management,True,Bruno Schroder,174,Europe,relation,banking,True,False,inherited,2.7,2001
-1,Traded Sectors,Italy,Parmalat,new,ITA,1961,True,1160000000000.0,male,Consumer,True,Calisto Tanzi,387,Europe,founder,dairy,True,False,founder non-finance,1.3,2001
63,Financial,United States,Berg and Berg,aquired,USA,1965,True,10600000000000.0,male,Real Estate,True,Carl Berg,336,North America,owner,real estate,True,False,self-made finance,1.5,2001
65,Financial,United States,Icahn Enterprises,new,USA,1968,True,10600000000000.0,male,Private equity/leveraged buyout,True,Carl Icahn,109,North America,founder,investment (via holding company),True,False,self-made finance,3.7,2001
85,Financial,United States,Marquette Bank,aquired,USA,1920,True,10600000000000.0,male,Money Management,True,Carl Pohlad,272,North America,owner,banking,True,False,self-made finance,1.8,2001
-1,Non-Traded Sectors,Italy,CIR Group,aquired,ITA,1976,True,1160000000000.0,male,Media,True,Carlo De Benedetti,387,Europe,relation,media,True,False,inherited,1.3,2001
49,Non-Traded Sectors,Mexico,Groupo IUSA,new,MEX,1939,True,725000000000.0,male,Media,True,Carlos Peralta,336,Latin America,relation,construction,True,False,inherited,1.5,2001
61,Non-Traded Sectors,Mexico,Telmex,privatization,MEX,1990,True,725000000000.0,male,Media,True,Carlos Slim Helu,25,Latin America,founder, Communications,True,False,privatized and resources,10.8,2001
69,Traded Sectors,Canada,Seagrams,new,CAN,1857,True,733000000000.0,male,Consumer,True,Charles Bronfman,124,North America,relation,liquor,True,False,inherited,3.4,2001
62,Non-Traded Sectors,United States,H-E-B supermarket,new,USA,1905,True,10600000000000.0,male,"Retail, Restaurant",True,Charles Butt,272,North America,relation,groceries,True,False,inherited,1.8,2001
74,Non-Traded Sectors,United States,Cablevision and HBO,new,USA,1972,True,10600000000000.0,male,Media,True,Charles Dolan,167,North America,founder,media,True,False,founder non-finance,2.8,2001
48,Non-Traded Sectors,United States,dish networtk,new,USA,1980,True,10600000000000.0,male,Media,True,Charles Ergen,35,North America,founder,media,True,False,founder non-finance,8.8,2001
68,Financial,United States,Franklin Resources,new,USA,1947,True,10600000000000.0,male,Money Management,True,Charles Johnson,222,North America,relation,mutal funds,True,False,inherited,2.1,2001
65,Resource Related,United States,Koch industries,new,USA,1940,True,10600000000000.0,male,Energy,True,Charles Koch,138,North America,relation,  Oil refining,True,False,inherited,3.2,2001
76,Traded Sectors,United States,Berkshire Hathaway,new,USA,1962,True,10600000000000.0,male,Consumer,True,Charles Munger,387,North America,vice-chairman, Finance,True,False,executive,1.3,2001
63,Financial,United States,Charles Schwab Corporation,new,USA,1971,True,10600000000000.0,male,Money Management,True,Charles Schwab,47,North America,founder,brokerage/banking,True,False,self-made finance,6.3,2001
53,New Sectors,United States,Microsoft,new,USA,1975,True,10600000000000.0,male,Technology-Computer,True,Charles Simonyi,490,North America,head of Microsoft's application software group,software,True,False,executive,1.0,2001
50,Traded Sectors,United States,Campbell Soup,aquired,USA,1869,True,10600000000000.0,female,Consumer,True,Charlotte Colket Weber,452,North America,relation,soup,True,False,inherited,1.1,2001
78,Financial,Hong Kong,Nan Fung Textiles,new,HKG,1954,True,169000000000.0,male,Real Estate,True,Chen Din Hwa,312,East Asia,founder,cotton yarn,True,False,self-made finance,1.6,2001
75,Financial,Hong Kong,Chow Tai Fook Enterprises,new,HKG,1929,True,169000000000.0,male,Real Estate,True,Cheng Yu-tung,174,East Asia,relation,real estate,True,False,inherited,2.7,2001
40,Traded Sectors,South Korea,SK Corporation,new,KOR,1958,True,533000000000.0,male,Consumer,True,Chey Tae-Won,490,East Asia,chariman,"petrochemicals, textiles",True,False,inherited,1.0,2001
-1,Traded Sectors,Switzerland,EMS-Chemie,new,CHE,1936,True,279000000000.0,male,Non-consumer industrial,True,Christoph Blocher,336,Europe,Chairman and Chief Executive Officer,chemicals,True,False,executive,1.5,2001
58,Traded Sectors,United States,Pace Foods,new,USA,1947,True,10600000000000.0,male,Consumer,True,Christopher Goldsbury,452,North America,relation,salsa,True,False,inherited,1.1,2001
60,Traded Sectors,United States,Iams,new,USA,1946,True,10600000000000.0,male,Consumer,True,Clayton Mathile,292,North America,former CEO,pet food,True,False,executive,1.7,2001
68,Financial,United States,Bank of North Carolina,new,USA,1991,True,10600000000000.0,male,Money Management,True,Clemmie Spangler Jr,292,North America,relation,banking,True,False,inherited,1.7,2001
51,Non-Traded Sectors,United States,McCaw Cellular,new,USA,1987,True,10600000000000.0,male,Media,True,Craig McCaw,116,North America,founder,cell phones,True,False,founder non-finance,3.5,2001
74,New Sectors,Germany,BASF/Boehringer Mannheim/DePuy,new,DEU,1865,True,1950000000000.0,male,Technology-Medical,True,Curt Engelhorn,60,Europe,relation,pharmaceuticals,True,False,inherited,5.4,2001
-1,Traded Sectors,United States,Slim-Fast,new,USA,1940,True,10600000000000.0,male,Consumer,True,Daniel Abraham,272,North America,founder,beverages,True,False,founder non-finance,1.8,2001
29,Financial,United States,Ziff Davis Inc,new,USA,1927,True,10600000000000.0,male,Hedge funds,True,Daniel Ziff,421,North America,relation,publishing,True,False,inherited,1.2,2001
-1,Non-Traded Sectors,Thailand,ADIDAS,new,THA,1924,True,116000000000.0,male,Media,True,David Bromilow,421,East Asia,investor ,clothing ,True,False,executive,1.2,2001
60,New Sectors,United States,PeopleSoft,new,USA,1987,True,10600000000000.0,male,Technology-Computer,True,David Duffield,209,North America,founder,software,True,False,founder non-finance,2.2,2001
34,New Sectors,United States,Yahoo!,new,USA,1994,True,10600000000000.0,male,Technology-Computer,True,David Filo,490,North America,founder,software,True,False,founder non-finance,1.0,2001
58,Non-Traded Sectors,United States,Asylum Records/Geffen Records/Dreamworks,new,USA,1970,True,10600000000000.0,male,Media,True,David Geffen,124,North America,founder,entertainment,True,False,founder non-finance,3.4,2001
60,Resource Related,United States,Koch industries,new,USA,1940,True,10600000000000.0,male,Energy,True,David Koch,138,North America,relation, Oil refining,True,False,inherited,3.2,2001
77,Traded Sectors,United States,Dole Food Company,aquired,USA,1851,True,10600000000000.0,male,Consumer,True,David Murdock,452,North America,Chairman and Chief Executive Officer,food,True,False,executive,1.1,2001
85,Resource Related,United States,Standard Oil,new,USA,1870,True,10600000000000.0,male,Energy,True,David Rockefeller,182,North America,relation,oil,True,False,inherited,2.5,2001
77,Financial,United States,Whiteco Industries,new,USA,1935,True,10600000000000.0,male,Real Estate,True,Dean White,490,North America,relation,advertising,True,False,inherited,1.0,2001
75,Non-Traded Sectors,Japan,McDonald's Japan,franchise,JPN,1971,True,4160000000000.0,male,"Retail, Restaurant",True,Den Fujita,179,East Asia,founder,restaurants,True,False,founder non-finance,2.6,2001
-1,Resource Related,United States,AES Corporation,new,USA,1981,True,10600000000000.0,male,Other,True,Dennis Bakke,312,North America,founder,energy,True,False,founder non-finance,1.6,2001
66,Non-Traded Sectors,United States,Washington Companies,new,USA,1964,True,10600000000000.0,male,Constrution,True,Dennis Washington,312,North America,founder,construction,True,False,founder non-finance,1.6,2001
-1,Traded Sectors,India,Reliance,new,IND,1966,True,494000000000.0,male,Consumer,True,Dhirubhai Ambani,124,South Asia,founder,textiles,True,False,founder non-finance,3.4,2001
56,Resource Related,France,Schlumberger,new,FRA,1920,True,1380000000000.0,male,Energy,True,Didier Primat,312,Europe,relation,oil field services,True,False,inherited,1.6,2001
59,Non-Traded Sectors,Germany,Holtzbrinck,new,DEU,1948,True,1950000000000.0,male,Media,True,Dieter von Holtzbrinck,79,Europe,relation,media,True,False,inherited,4.6,2001
60,New Sectors,Germany,SAP AG,new,DEU,1972,True,1950000000000.0,male,Technology-Computer,True,Dietmar Hopp,162,Europe,founder,software,True,False,founder non-finance,2.9,2001
36,Financial,United States,Ziff Davis Inc,new,USA,1928,True,10600000000000.0,male,Hedge funds,True,Dirk Ziff,421,North America,relation,publishing,True,False,inherited,1.2,2001
68,Financial,United States,Irvine Company,aquired,USA,1864,True,10600000000000.0,male,Real Estate,True,Donald Bren,98,North America,owner,real estate,True,False,self-made finance,4.0,2001
72,Non-Traded Sectors,United States,The Gap,new,USA,1969,True,10600000000000.0,male,"Retail, Restaurant",True,Donald Fisher,138,North America,founder,clothing ,True,False,founder non-finance,3.2,2001
72,Non-Traded Sectors,United States,Hallmark Cards,new,USA,1910,True,10600000000000.0,male,"Retail, Restaurant",True,Donald Hall,272,North America,relation,greeting cards,True,False,inherited,1.8,2001
71,Non-Traded Sectors,United States,Advance Publications,new,USA,1909,True,10600000000000.0,male,Media,True,Donald Newhouse,70,North America,relation,media,True,False,inherited,5.0,2001
65,0,United States,Schneider National,new,USA,1935,True,10600000000000.0,male,Other,True,Donald Schneider,490,North America,relation,trucking,True,False,inherited,1.0,2001
-1,Financial,United States,Peter Kiewit Sons,new,USA,1884,True,10600000000000.0,male,Money Management,True,Donald Sturm,387,North America,owner,investments,True,False,self-made finance,1.3,2001
55,Financial,United States,The Trump Organization,new,USA,1920,True,10600000000000.0,male,Real Estate,True,Donald Trump,292,North America,relation,real estate,True,False,inherited,1.7,2001
70,Traded Sectors,United States,The Gap,new,USA,1969,True,10600000000000.0,female,Consumer,True,Doris Fisher,138,North America,founder,clothing ,True,False,founder non-finance,3.2,2001
-1,Traded Sectors,United States,Campbell Soup,aquired,USA,1869,True,10600000000000.0,female,Consumer,True,Dorrance Hill Hamilton,490,North America,relation,soup,True,False,inherited,1.0,2001
72,Traded Sectors,United States,Seagrams,new,USA,1857,True,10600000000000.0,male,Consumer,True,Edgar Bronfman,130,North America,relation,liquor,True,False,inherited,3.3,2001
-1,Resource Related,United States,Utah Contstruction Company,new,USA,1900,True,10600000000000.0,male,Mining and metals,True,Edmund Wattis Littlefield,222,North America,relation,construction,True,False,inherited,2.1,2001
56,Resource Related,United States,Sid Richardson Gasoline Co,new,USA,1919,True,10600000000000.0,male,Energy,True,Edward Bass,421,North America,relation,oil,True,False,inherited,1.2,2001
-1,Non-Traded Sectors,United States,Gaylord Entertainment Company,new,USA,1975,True,10600000000000.0,male,Media,True,Edward Gaylord,234,North America,founder,media,True,False,founder non-finance,2.0,2001
70,Financial,United States,Fidelity Investments,new,USA,1946,True,10600000000000.0,male,Money Management,True,Edward Johnson,79,North America,relation,investment banking,True,False,inherited,4.6,2001
67,Non-Traded Sectors,Canada,Rogers Communications,new,CAN,1962,True,733000000000.0,male,Media,True,Edward Rogers,452,North America,founder,media,True,False,founder non-finance,1.1,2001
58,Financial,Japan,,,JPN,0,True,4160000000000.0,male,Real Estate,True,Eitaro Itoyama,130,East Asia,,golf courses,True,False,self-made finance,3.3,2001
67,Financial,United States,"Kaufman and Broad, SunAmerica",new/aquired,USA,1957,True,10600000000000.0,male,Money Management,True,Eli Broad,53,North America,founder,construction/insurance,True,False,self-made finance,5.8,2001
55,Traded Sectors,Chile,CMPC,new,CHL,1920,True,72300000000.0,male,Consumer,True,Eliodoro Matte,387,Latin America,relation,timber and paper,True,False,inherited,1.3,2001
33,Non-Traded Sectors,Mexico,Grupo Televisa,new,MEX,1955,True,725000000000.0,male,Media,True,Emilio Azcarraga Jean,151,Latin America,relation,media,True,False,inherited,3.0,2001
66,Financial,Spain,Grupo Santander,new,ESP,1857,True,626000000000.0,male,Money Management,True,Emilio Botin,363,Europe,relation,banking,True,False,inherited,1.4,2001
60,Financial,Italy,Mediolanum SpA,new,ITA,1982,True,1160000000000.0,male,Hedge funds,True,Ennio Doris,146,Europe,founder,asset management,True,False,self-made finance,3.1,2001
-1,Traded Sectors,Spain,Chupa Chups,aquired,ESP,1958,True,626000000000.0,male,Consumer,True,Enric Bernat,336,Europe,founder,confectionary,True,False,founder non-finance,1.5,2001
68,Non-Traded Sectors,Germany,Tenglemann Group,new,DEU,1867,True,1950000000000.0,male,"Retail, Restaurant",True,Erivan Haub,98,Europe,relation,retail,True,False,inherited,4.0,2001
84,New Sectors,Bermuda,AIG,new,BMU,1919,True,3680000000.0,male,Technology-Medical,True,Ernest Stempel,222,0,chairman,insurance,True,False,executive,2.1,2001
-1,Non-Traded Sectors,Argentina,Grupo Clarin,new,ARG,1945,True,269000000000.0,female,Media,True,Ernestina Herrera de Noble,490,Latin America,relation,media,True,False,inherited,1.0,2001
35,New Sectors,Switzerland,Serono,new,CHE,1906,True,279000000000.0,male,Technology-Medical,True,Ernesto Bertarelli,27,Europe,relation,pharmaceuticals,True,False,inherited,10.5,2001
50,Non-Traded Sectors,Spain,Construcciones y Contratas,aquired,ESP,1952,True,626000000000.0,female,Constrution,True,Esther Koplowitz,490,Europe,relation,construction,True,False,inherited,1.0,2001
-1,0,Canada,Biovail Corporation,new,CAN,1989,True,733000000000.0,male,Other,True,Eugene Melnyk,292,North America,founder,pharmaceuticals,True,False,founder non-finance,1.7,2001
-1,0,Mexico,Femsa,new,MEX,1890,True,725000000000.0,male,0,True,Eugenio Garza Lagnera,182,Latin America,relation,beverages,True,False,inherited,2.5,2001
72,Financial,United States,Fayez Sarofim & Co,new,USA,1958,True,10600000000000.0,male,Money Management,True,Fayez Sarofim,234,North America,relation,money management,True,False,self-made finance,2.0,2001
69,Traded Sectors,United States,"Mars, Incorperated",new,USA,1911,True,10600000000000.0,male,Consumer,True,Forrest Mars Jr,31,North America,relation,candy,True,False,inherited,9.0,2001
54,Non-Traded Sectors,Italy,Caltagirone Holdings,aquired,ITA,1947,True,1160000000000.0,male,Constrution,True,Francesco Gaetano Caltagirone,452,Europe,owner,cement,True,False,executive,1.1,2001
-1,Financial,Italy,e.Biscom-Fastweb,new,ITA,1999,True,1160000000000.0,male,Money Management,True,Francesco Micheli,387,Europe,chairman,new technology,True,False,self-made finance,1.3,2001
64,Non-Traded Sectors,France,"Pinault-Printemps-Redoute (PPR), now known as Kering",new,FRA,1963,True,1380000000000.0,male,"Retail, Restaurant",True,Francois Pinault,47,Europe,founder,apparel,True,False,founder non-finance,6.3,2001
74,Non-Traded Sectors,United States,The Weather Channel,new,USA,1982,True,10600000000000.0,male,Media,True,Frank Batten,336,North America,founder,media,True,False,founder non-finance,1.5,2001
-1,New Sectors,United States,Finisar,new,USA,1988,True,10600000000000.0,male,Technology-Computer,True,Frank Levinson,490,North America,founder,data storage,True,False,founder non-finance,1.0,2001
