automated readability index,average letter per word,average sentence length,average sentence per word,birth,characters,coleman liau index,dale chall readability score,day,death,difficult words,downloads,flesch kincaid grade,flesch reading ease,full,gunning fog,id,linsear write formula,month,month name,name,polarity,polysyllables,rank,sentences,smog index,subjectivity,syllables,title,total,type,url,words,year
12.3,4.43,25.0,0.04,0,183612,8.71,6.31,27,0,3770,1199,8.3,79.94,"February 27, 2004",12.0,11339,8.5,2,February,Aesop,0.07334303530596177,414,284,1611,3.1,0.48152178188586137,51365.7,Aesop's Fables; a new translation,8,Text,https://www.gutenberg.org/ebooks/11339,41425,2004
11.1,4.98,18.0,0.06,1803,461494,11.31,6.71,4,1882,12787,1194,7.9,70.13,"September 4, 2005",9.200000000000001,16643,12.0,9,September,"Emerson, Ralph Waldo",0.16306423490518118,3622,285,5124,3.1,0.49218472083171266,132345.0,Essays by Ralph Waldo Emerson,8,Text,https://www.gutenberg.org/ebooks/16643,92705,2005
11.4,4.76,20.0,0.05,1846,672756,10.33,1.59,8,1890,5361,1194,6.4,85.02,"March 8, 2007",10.0,20776,7.5,3,March,"Dillmont, Therese de",0.02161364065621227,3638,286,6801,3.1,0.31371803818752336,170281.8,Encyclopedia of Needlework,9,Text,https://www.gutenberg.org/ebooks/20776,141340,2007
10.6,4.57,21.0,0.05,1342,1091798,9.23,5.91,22,1400,18678,1176,6.8,84.0,"July 22, 2007",10.4,22120,8.0,7,July,"Chaucer, Geoffrey",0.18497348414866827,1824,287,11379,3.1,0.5488428066768032,287482.5,"Chaucer's Works, Volume 4 (of 7)  The Canterbury Tales",7,Text,https://www.gutenberg.org/ebooks/22120,239084,2007
8.4,4.7,15.0,0.06,1876,338321,9.68,5.89,16,1916,6871,1174,5.6,81.63,"March 16, 2005",8.0,910,7.5,3,March,"London, Jack",0.040974784782358054,1563,288,4671,3.1,0.42589159549627337,95713.2,White Fang,7,Text,https://www.gutenberg.org/ebooks/910,72017,2005
13.3,4.95,22.0,0.04,1804,361648,11.73,6.71,1,1864,9154,1173,9.5,66.07,"April, 1996",10.8,512,27.5,4,April,"Hawthorne, Nathaniel",0.11045508282054435,2522,289,3199,3.1,0.5242422135407493,104785.2,"Mosses from an Old Manse, and Other Stories",7,Text,https://www.gutenberg.org/ebooks/512,73036,1996
10.5,4.87,17.0,0.06,1840,560649,10.67,6.17,28,1928,12316,1172,7.6,71.14,"May 28, 2007",8.8,143,13.0,5,May,"Hardy, Thomas",0.06879348474106606,3552,290,6411,3.1,0.46534209909513274,158434.2,The Mayor of Casterbridge,7,Text,https://www.gutenberg.org/ebooks/143,115151,2007
13.2,4.91,23.0,0.04,1851,839782,11.49,6.1,30,1935,14305,1171,9.9,65.05,"October 30, 2005",11.200000000000001,16966,3.5,10,October,"Bradley, A. C. (Andrew Cecil)",0.06362006057823832,6305,291,7435,3.1,0.513339048685992,240709.5,"Shakespearean Tragedy: Lectures on Hamlet, Othello, King Lear, Macbeth",8,Text,https://www.gutenberg.org/ebooks/16966,171017,2005
11.1,4.91,18.0,0.05,1888,22985,11.2,8.04,1,1965,1039,1169,6.8,78.59,"January 1, 1922",9.200000000000001,1321,10.5,1,January,"Eliot, T. S. (Thomas Stearns)",0.01987178734374862,101,292,249,3.1,0.49213501137580956,6204.6,The Waste Land,7,Text,https://www.gutenberg.org/ebooks/1321,4678,1922
8.4,4.6,16.0,0.06,1873,374190,9.1,5.9,8,1947,7589,1169,6.0,80.62,"July 8, 2008",8.4,242,5.5,7,July,"Cather, Willa",0.07605388538849275,1318,293,4997,3.1,0.466176446459264,106157.7,My Antonia,6,Text,https://www.gutenberg.org/ebooks/242,81320,2008
14.2,5.81,16.0,0.06,1788,129058,16.12,8.79,17,1862,6128,1165,9.5,55.24,"May 17, 2005",8.4,15845,10.5,5,May,"Balagtas, Francisco",0.3086806110869673,1946,294,1343,8.8,0.4090225563909774,35552.7,Florante at Laura,6,Text,https://www.gutenberg.org/ebooks/15845,22198,2005
13.7,4.5,27.0,0.04,-428,72343,9.12,6.9,1,-348,1963,1165,11.5,60.99,"February, 1999",12.8,1656,19.5,2,February,Plato,0.10837310225616682,450,295,576,3.1,0.5558113494288605,21857.4,Apology,7,Text,https://www.gutenberg.org/ebooks/1656,16077,1999
10.7,4.91,18.0,0.06,1819,70425,10.9,7.35,23,1891,2562,1163,7.9,70.13,"February 23, 2004",9.200000000000001,11231,8.5,2,February,"Melville, Herman",0.05974530867100731,560,296,796,3.1,0.49403554766806235,20652.3,"Bartleby, the Scrivener: A Story of Wall-Street",6,Text,https://www.gutenberg.org/ebooks/11231,14355,2004
9.6,4.8,16.0,0.06,1840,657644,10.26,5.95,1,1928,13224,1158,6.0,80.62,"March, 1992",8.4,27,18.0,3,March,"Hardy, Thomas",0.06816623574481934,3380,297,8184,3.1,0.4865844551989851,184919.4,Far from the Madding Crowd,6,Text,https://www.gutenberg.org/ebooks/27,137083,1992
15.4,5.24,24.0,0.04,1737,1390693,13.41,6.16,1,1794,22459,1156,11.5,55.58,"November, 1996",11.600000000000001,731,7.0,11,November,"Gibbon, Edward",0.11860222130148845,13966,298,10974,8.8,0.48786011254339334,408169.8,History of the Decline and Fall of the Roman Empire  Volume 1,6,Text,https://www.gutenberg.org/ebooks/731,265618,1996
9.3,4.74,16.0,0.06,1860,338067,9.92,6.07,9,1904,7396,1151,7.2,72.16,"September 9, 2004",8.4,13415,26.0,9,September,"Chekhov, Anton Pavlovich",0.05545967187335987,1872,299,4269,3.1,0.5228343797193173,96430.5,The Lady with the Dog and Other Stories,8,Text,https://www.gutenberg.org/ebooks/13415,71379,2004
8.7,4.68,16.0,0.06,0,972186,9.57,5.57,1,0,14994,1151,6.0,80.62,"June, 2005",8.4,8299,8.5,6,June,Unknown,0.0880103108716048,4602,300,12825,3.1,0.4720872784443607,274944.6,Filipino Popular Tales,8,Text,https://www.gutenberg.org/ebooks/8299,207843,2005
24.7,4.65,48.0,0.02,37,2498225,10.58,2.98,1,0,20405,1148,19.6,39.68,"October, 2001",21.200000000000003,2848,18.0,10,October,"Josephus, Flavius",0.15380614620993593,14605,301,11074,8.8,0.4972428331904584,729858.6,Antiquities of the Jews,7,Text,https://www.gutenberg.org/ebooks/2848,536947,2001
9.7,4.94,15.0,0.06,1857,445318,11.08,6.16,24,1924,10187,1142,6.8,73.17,"December 24, 2010",8.0,974,5.5,12,December,"Conrad, Joseph",0.03568356469375585,3617,302,5740,3.1,0.5063731482420389,128408.4,The Secret Agent: A Simple Tale,7,Text,https://www.gutenberg.org/ebooks/974,90158,2010
14.2,5.21,22.0,0.05,1809,37227,12.94,8.11,30,1849,1533,1140,10.7,57.61,"November 30, 2005",10.8,17192,11.0,11,November,"Poe, Edgar Allan",0.13777828630392389,231,303,323,3.1,0.5275976109730627,10468.8,The Raven,9,Text,https://www.gutenberg.org/ebooks/17192,7148,2005
15.2,4.47,31.0,0.03,-750,682552,9.24,6.05,1,-650,8456,1134,11.8,65.39,"June, 2000",14.4,2199,18.0,6,June,Homer,0.12809131481052888,1629,304,4904,3.1,0.519804399014607,192713.4,The Iliad,6,Text,https://www.gutenberg.org/ebooks/2199,152699,2000
10.1,4.56,20.0,0.05,1835,188854,9.17,6.38,19,1910,4602,1133,7.6,76.56,"August 19, 2006",10.0,3186,9.0,8,August,"Twain, Mark",0.07524028612637071,873,305,2056,3.1,0.5116949755219488,54099.9,"The Mysterious Stranger, and Other Stories",7,Text,https://www.gutenberg.org/ebooks/3186,41382,2006
14.6,4.71,27.0,0.04,0,314506,10.33,6.32,27,0,5698,1131,10.3,69.45,"February 27, 2016",12.8,51315,9.0,2,February,"Holbrook, Kennedy",0.09189102609489114,1765,306,2408,3.1,0.4404208886828862,89484.3,How?: or Spare Hours Made Profitable for Boys and Girls,7,Text,https://www.gutenberg.org/ebooks/51315,66801,2016
18.8,4.63,36.0,0.03,0,148482,10.17,6.86,6,0,2926,1129,15.0,51.86,"April 6, 2009",16.400000000000002,28522,13.5,4,April,Anonymous,0.160562675869066,979,307,870,8.8,0.5318690291726138,44698.5,Laura Middleton; Her Brother and her Lover,6,Text,https://www.gutenberg.org/ebooks/28522,32104,2009
18.2,5.07,31.0,0.03,1772,700675,12.72,7.13,1,1834,17126,1129,14.2,48.47,"July, 2004",14.4,6081,15.5,7,July,"Coleridge, Samuel Taylor",0.11540926757826953,7350,308,4385,8.8,0.4842520595107029,206887.5,Biographia Literaria,7,Text,https://www.gutenberg.org/ebooks/6081,138336,2004
7.8,4.49,16.0,0.06,1813,374348,8.47,5.71,11,1897,6781,1128,6.0,80.62,"February 11, 2004",8.4,11030,4.5,2,February,"Jacobs, Harriet A. (Harriet Ann)",0.09729850502051798,1589,309,5135,3.1,0.5107809845694977,108753.3,"Incidents in the Life of a Slave Girl, Written by Herself",6,Text,https://www.gutenberg.org/ebooks/11030,83341,2004
12.8,5.04,21.0,0.05,1873,693048,11.95,6.43,26,1935,15250,1125,10.3,58.62,"April 26, 2005",10.4,15718,19.0,4,April,"Bleyer, Willard Grosvenor",0.12945763331266666,6028,310,6541,3.1,0.46347603067908005,201474.0,"How To Write Special Feature Articles: A Handbook for Reporters, Correspondents and Free-Lance Writers Who Desire to Contribute to Popular Magazines and Magazine Sections of Newspapers",8,Text,https://www.gutenberg.org/ebooks/15718,137575,2005
10.5,5.04,16.0,0.06,1812,1506646,11.66,5.7,1,1870,24135,1121,7.2,72.16,"January 1, 1837",8.4,580,4.5,1,January,"Dickens, Charles",0.10054506751355326,9763,311,18247,3.1,0.48841086397126987,411440.4,The Pickwick Papers,7,Text,https://www.gutenberg.org/ebooks/580,299047,1837
11.9,4.84,21.0,0.05,1862,625538,10.79,6.3,3,1937,13251,1119,9.1,67.08,"April 3, 2008",10.4,284,13.0,4,April,"Wharton, Edith",0.06978121120194797,4426,312,6119,3.1,0.5056396235098439,179807.4,The House of Mirth,6,Text,https://www.gutenberg.org/ebooks/284,129161,2008
7.9,4.67,14.0,0.07,1849,309635,9.21,5.63,19,1924,5469,1112,5.2,82.65,"June 19, 2008",7.6000000000000005,146,3.0,6,June,"Burnett, Frances Hodgson",0.07477650317466629,1160,313,4500,3.1,0.5063926341433541,86552.1,A Little Princess: Being the whole story of Sara Crewe now told for the first time,7,Text,https://www.gutenberg.org/ebooks/146,66353,2008
8.2,4.97,12.0,0.08,1919,69042,10.66,6.58,27,2013,2063,1106,5.6,76.22,"February 27, 2016",6.800000000000001,51310,4.5,2,February,"Pohl, Frederik",0.0404530057549288,370,314,1121,3.1,0.46681358271358236,18801.9,My Lady Greensleeves,8,Text,https://www.gutenberg.org/ebooks/51310,13890,2016
11.1,5.43,13.0,0.07,1840,167669,13.62,7.63,7,1916,6551,1102,7.2,66.74,"April 7, 2013",7.2,42474,8.0,4,April,"Ellis, Edward Sylvester",-0.15786378686535849,1143,315,2213,3.1,0.6397977258008712,46269.0,"1000 Mythological Characters Briefly Described: Adapted to Private Schools, High Schools and Academies",8,Text,https://www.gutenberg.org/ebooks/42474,30889,2013
7.7,4.9,12.0,0.08,1885,884117,10.25,5.61,1,1930,15780,1098,5.6,76.22,"July, 2003",6.800000000000001,4240,0.5,7,July,"Lawrence, D. H. (David Herbert)",0.0718498892327872,4736,316,14825,3.1,0.5208034621532509,245943.0,Women in Love,6,Text,https://www.gutenberg.org/ebooks/4240,180343,2003
7.3,4.89,11.0,0.09,1828,152190,9.9,5.86,1,1906,3319,1093,4.0,85.69,"December, 2000",6.4,2446,3.5,12,December,"Ibsen, Henrik",0.11729032660473698,821,317,2712,3.1,0.512780573294827,41225.4,An Enemy of the People,6,Text,https://www.gutenberg.org/ebooks/2446,31150,2000
14.0,4.89,24.0,0.04,1866,205806,11.38,6.3,29,1936,3941,1089,10.3,64.04,"January 29, 2007",11.600000000000001,20480,14.5,1,January,Cheiro,0.11911904156438229,1809,318,1692,8.8,0.48233205936161605,59923.8,Palmistry for All,8,Text,https://www.gutenberg.org/ebooks/20480,42101,2007
10.8,4.46,22.0,0.04,1856,327452,8.88,5.72,13,1928,4617,1088,8.3,74.53,"October 13, 2009",10.8,30241,4.5,10,October,"Torrey, R. A. (Reuben Archer)",0.1491216889532643,1551,319,3272,3.1,0.5002636852945848,95688.9,The Person and Work of The Holy Spirit,10,Text,https://www.gutenberg.org/ebooks/30241,73464,2009
9.1,4.83,15.0,0.06,0,459617,10.44,6.1,11,0,10383,1085,6.8,73.17,"September 11, 2004",8.0,13437,2.5,9,September,Unknown,0.06874954584662465,2724,320,6133,3.1,0.5018998142095353,130599.9,Best Russian Short Stories,6,Text,https://www.gutenberg.org/ebooks/13437,95148,2004
10.6,5.54,11.0,0.08,1749,169792,13.96,6.87,1,1832,5225,1085,4.0,85.69,June 2000,6.4,2229,5.0,6,June,"Goethe, Johann Wolfgang von",0.5609761143348707,747,321,2570,3.1,0.7354651162790696,39503.7,Faust: Der Tragdie erster Teil,7,Text,https://www.gutenberg.org/ebooks/2229,30669,2000
7.4,4.43,15.0,0.06,1875,181287,8.12,6.12,1,1940,4507,1082,5.6,81.63,"June, 1996",8.0,558,18.0,6,June,"Buchan, John",0.06759001817661223,647,322,2568,3.1,0.44900228466331626,52222.5,The Thirty-Nine Steps,6,Text,https://www.gutenberg.org/ebooks/558,40956,1996
10.0,5.61,10.0,0.1,0,25029704,13.78,5.84,22,0,483557,1076,6.0,69.79,"August 22, 2009",6.0,29765,9.0,8,August,Various,-0.08536189058590178,250291,323,443390,3.1,0.5424716649048584,6532614.0,Webster's Unabridged Dictionary,5,Text,https://www.gutenberg.org/ebooks/29765,4462031,2009
15.8,4.98,27.0,0.04,1838,170145,11.9,7.33,10,1926,5089,1075,12.6,52.53,"March 10, 2008",12.8,201,9.0,3,March,"Abbott, Edwin Abbott",0.08774661716507914,1669,324,1243,8.8,0.46856625114593187,49953.6,Flatland: A Romance of Many Dimensions (Illustrated),7,Text,https://www.gutenberg.org/ebooks/201,34135,2008
10.7,4.83,18.0,0.05,1835,456403,10.73,6.51,1,1910,11842,1073,7.9,70.13,"June, 1993",9.200000000000001,70,5.5,6,June,"Twain, Mark",0.11194481365337598,3394,325,5013,3.1,0.48196108532252663,132125.4,What Is Man? and Other Essays,7,Text,https://www.gutenberg.org/ebooks/70,94409,1993
24.9,4.55,49.0,0.02,1547,981016,10.0,7.13,19,1616,14507,1071,18.9,47.12,"July 19, 2004",21.6,5921,11.0,7,July,"Cervantes Saavedra, Miguel de",0.13778346735398547,4194,326,4334,3.1,0.522827214545546,286760.7,"The History of Don Quixote, Volume 1, Complete",9,Text,https://www.gutenberg.org/ebooks/5921,215835,2004
7.5,4.73,13.0,0.08,1881,349241,9.27,5.91,29,1975,7596,1068,4.8,83.66,"June 29, 2007",7.2,10554,4.0,6,June,"Wodehouse, P. G. (Pelham Grenville)",0.09258285944731819,1540,327,5578,3.1,0.5062026787677315,97176.6,"Right Ho, Jeeves",8,Text,https://www.gutenberg.org/ebooks/10554,73797,2007
9.6,5.15,13.0,0.07,1910,34655,12.0,7.49,5,1992,1367,1066,6.0,75.2,"March 5, 2016",7.2,51353,4.5,3,March,"Leiber, Fritz",0.038589073041804166,235,328,497,3.1,0.4696161662800317,9725.4,Dr. Kometevsky's Day,7,Text,https://www.gutenberg.org/ebooks/51353,6735,2016
10.9,4.93,18.0,0.06,0,515461,11.02,6.53,5,0,13272,1064,7.9,70.13,"February 5, 2004",9.200000000000001,10947,15.0,2,February,Unknown,0.11279698175414732,3175,329,5766,3.1,0.4890597461538432,144854.1,The Best American Humorous Short Stories,7,Text,https://www.gutenberg.org/ebooks/10947,104548,2004
13.7,4.72,25.0,0.04,1819,334752,10.39,6.53,1,1880,7423,1064,9.5,71.48,"June, 1996",12.0,550,27.5,6,June,"Eliot, George",0.08373678519650052,1745,330,2741,3.1,0.5023458398971745,94788.0,Silas Marner,7,Text,https://www.gutenberg.org/ebooks/550,70933,1996
18.8,4.96,33.0,0.03,1795,62700,12.08,8.12,1,1821,2278,1060,13.8,54.9,"July, 2004",15.200000000000001,6087,11.0,7,July,"Polidori, John William",0.08831472274831635,402,331,374,8.8,0.4516386596620959,18044.1,The Vampyre; a Tale,8,Text,https://www.gutenberg.org/ebooks/6087,12630,2004
15.2,5.15,24.0,0.04,1879,160050,12.89,6.32,1,1955,2945,1053,11.5,55.58,"February, 2004",11.600000000000001,5001,7.0,2,February,"Einstein, Albert",0.09639077525351036,2331,332,1255,8.8,0.4325514590953004,48009.6,Relativity : the Special and General Theory,9,Text,https://www.gutenberg.org/ebooks/5001,31082,2004
11.2,4.5,22.0,0.04,0,159818,9.12,6.16,29,0,3233,1052,8.3,74.53,"July 29, 2004",10.8,8710,21.0,7,July,Unknown,0.12545744620978788,471,333,1550,3.1,0.4967385245078443,44600.4,"The Dor Bible Gallery, Complete: Containing One Hundred Superb Illustrations, and a Page of Explanatory Letter-press Facing Each",8,Text,https://www.gutenberg.org/ebooks/8710,35550,2004
10.3,4.82,18.0,0.06,0,500270,10.38,6.35,5,0,11980,1047,6.8,78.59,"November 5, 2006",9.200000000000001,19721,7.5,11,November,Unknown,0.09076966665634571,2166,334,5752,3.1,0.49300255005484767,139997.7,The Literary World Seventh Reader,8,Text,https://www.gutenberg.org/ebooks/19721,103797,2006
10.1,4.77,18.0,0.06,1874,376454,10.09,6.26,6,1936,8649,1045,7.9,70.13,"July 6, 2008",9.200000000000001,204,26.5,7,July,"Chesterton, G. K. (Gilbert Keith)",0.029712275917699444,1817,335,4360,3.1,0.4726520962278449,106863.3,The Innocence of Father Brown,8,Text,https://www.gutenberg.org/ebooks/204,78911,2008
15.9,5.28,24.0,0.04,0,150549,13.64,6.86,17,0,3664,1039,12.7,47.12,"February 17, 2016",11.600000000000001,51242,6.0,2,February,"Whyte, Adam Gowens",0.11069298469972555,1815,336,1147,8.8,0.437124009701383,44599.5,"Electricity in Locomotion: An Account of its Mechanism, its Achievements, and its Prospects",9,Text,https://www.gutenberg.org/ebooks/51242,28499,2016
7.7,4.74,13.0,0.07,1865,495285,9.62,6.11,1,1936,12129,1038,4.8,83.66,"June, 2000",7.2,2226,8.0,6,June,"Kipling, Rudyard",0.08105523087833792,2302,337,7728,3.1,0.4738148455612688,138516.3,Kim,7,Text,https://www.gutenberg.org/ebooks/2226,104478,2000
9.7,4.53,19.0,0.05,1882,299402,8.99,5.96,1,1950,5780,1036,7.2,77.57,"November, 2001",9.600000000000001,2892,25.5,11,November,"Stephens, James",0.1080084190387074,818,338,3358,3.1,0.5144038148594674,82687.5,Irish Fairy Tales,8,Text,https://www.gutenberg.org/ebooks/2892,66088,2001
13.2,4.86,23.0,0.04,1818,652807,11.2,6.45,1,1895,14212,1034,9.9,65.05,"July 1, 2008",11.200000000000001,202,29.5,7,July,"Douglass, Frederick",0.09943919395504423,5092,339,5720,3.1,0.5011155288961125,190790.1,My Bondage and My Freedom,6,Text,https://www.gutenberg.org/ebooks/202,134341,2008
12.7,4.67,24.0,0.04,1728,1090534,10.1,5.63,1,1779,11861,1020,9.1,72.5,"May, 2005",11.600000000000001,8106,4.0,5,May,"Cook, James",0.10351838588014078,3906,340,9610,3.1,0.44706436750864664,301006.8,"Captain Cook's Journal During His First Voyage Round the World: Made in H. M. Bark ""Endeavour"", 1768-71",7,Text,https://www.gutenberg.org/ebooks/8106,233349,2005
10.7,4.24,24.0,0.04,1820,254175,7.61,5.81,16,1878,3729,1015,7.9,80.96,"January 16, 2006",11.600000000000001,271,8.0,1,January,"Sewell, Anna",0.10701407224946122,393,341,2472,3.1,0.5192875159176481,72267.3,Black Beauty,6,Text,https://www.gutenberg.org/ebooks/271,59959,2006
11.3,4.45,23.0,0.04,1854,78829,8.83,6.75,13,1900,2212,1012,8.7,73.51,"April 13, 2007",11.200000000000001,921,4.5,4,April,"Wilde, Oscar",0.10788883181705405,419,342,754,3.1,0.546237951501623,23687.1,De Profundis,7,Text,https://www.gutenberg.org/ebooks/921,17718,2007
28.2,4.92,53.0,0.02,1712,131967,12.14,8.36,17,1778,3560,1008,22.8,26.14,"February 17, 2004",23.200000000000003,11136,14.5,2,February,"Rousseau, Jean-Jacques",0.10339204645113866,1203,343,506,11.2,0.48365546047002494,39888.9,A Discourse Upon the Origin and the Foundation of the Inequality Among Mankind,6,Text,https://www.gutenberg.org/ebooks/11136,26821,2004
8.2,5.03,11.0,0.08,1622,91982,11.01,5.85,1,1673,1929,1007,5.2,77.23,"October, 2001",6.4,2992,5.0,10,October,Moliere,0.18433399020363925,406,344,1544,3.1,0.581906865513003,25334.1,The Middle-Class Gentleman,7,Text,https://www.gutenberg.org/ebooks/2992,18301,2001
9.3,5.28,11.0,0.09,0,254512,12.16,7.13,1,1637,9000,1002,5.2,77.23,"May, 2003",6.4,4081,18.5,5,May,"Jonson, Ben",0.14598318410409508,1273,345,4121,3.1,0.4970559963001308,66674.7,The Alchemist,7,Text,https://www.gutenberg.org/ebooks/4081,48213,2003
12.2,5.12,19.0,0.05,1802,357199,12.42,7.0,1,1885,10693,1002,7.2,77.57,"August, 2005",9.600000000000001,8775,6.5,8,August,"Hugo, Victor",0.10597983125329782,885,346,3660,3.1,0.5263552883380023,91592.1,Poems,8,Text,https://www.gutenberg.org/ebooks/8775,69815,2005
12.9,4.99,21.0,0.05,1688,280108,11.66,6.87,1,1744,7778,999,9.1,67.08,"January, 2006",10.4,9800,14.0,1,January,"Pope, Alexander",0.13586331878703498,1385,347,2586,3.1,0.5031111105525902,76016.7,The Rape of the Lock and Other Poems,7,Text,https://www.gutenberg.org/ebooks/9800,56089,2006
11.7,4.65,22.0,0.04,0,189827,9.99,6.6,30,0,4853,997,8.3,74.53,"September 30, 1991",10.8,21,7.5,9,September,Aesop,0.11750359171036515,786,348,1819,3.1,0.4975892471337252,53886.6,Aesop's Fables: Translated by George Fyler Townsend,7,Text,https://www.gutenberg.org/ebooks/21,40858,1991
19.1,5.08,33.0,0.03,1805,717199,12.78,6.55,21,1859,11376,993,15.0,46.44,"January 21, 2006",15.200000000000001,816,16.0,1,January,"Tocqueville, Alexis de",0.11175851938104533,9387,349,4258,11.2,0.46452644022193973,218592.9,Democracy in America  Volume 2,7,Text,https://www.gutenberg.org/ebooks/816,141230,2006
10.0,4.63,19.0,0.05,1880,624528,9.57,5.84,1,1968,10771,989,7.2,77.57,"November, 2000",9.600000000000001,2397,18.0,11,November,"Keller, Helen",0.17538995591267553,3527,350,6994,3.1,0.5396989069219378,180720.0,"The Story of My Life: With her letters (1887-1901) and a supplementary account of her education, including passages from the reports and letters of her teacher, Anne Mansfield Sullivan, by John Albert Macy",7,Text,https://www.gutenberg.org/ebooks/2397,134869,2000
7.4,4.83,12.0,0.08,0,110171,9.85,6.13,1,1774,2737,988,4.4,84.68,"December, 1995",6.800000000000001,383,8.0,12,December,"Goldsmith, Oliver",0.14565000541542986,376,351,1871,3.1,0.5317945397538879,30429.0,"She Stoops to Conquer; Or, The Mistakes of a Night: A Comedy",7,Text,https://www.gutenberg.org/ebooks/383,22805,1995
11.6,4.96,19.0,0.05,1865,416695,11.49,6.16,7,1947,8425,988,8.3,69.11,"March 7, 2006",9.600000000000001,60,1.5,3,March,"Orczy, Emmuska Orczy, Baroness",0.09233666280237579,2214,352,4353,3.1,0.5176193894861666,116586.9,The Scarlet Pimpernel,7,Text,https://www.gutenberg.org/ebooks/60,84030,2006
13.6,5.06,22.0,0.04,1821,142096,12.36,7.75,31,1867,5382,987,9.5,66.07,"May 31, 2011",10.8,36287,19.0,5,May,"Baudelaire, Charles",0.08681012712056248,956,353,1254,3.1,0.5483732467413325,40036.5,The Poems and Prose Poems of Charles Baudelaire: with an Introductory Preface by James Huneker,8,Text,https://www.gutenberg.org/ebooks/36287,28092,2011
9.0,4.67,16.0,0.06,1772,17990,9.51,6.26,11,1834,448,985,4.8,89.08,"March 11, 2006",8.4,151,5.0,3,March,"Coleridge, Samuel Taylor",0.096550649947479,10,354,229,3.1,0.4777228057889828,4604.4,The Rime of the Ancient Mariner,7,Text,https://www.gutenberg.org/ebooks/151,3856,2006
16.8,5.3,26.0,0.04,1861,620157,13.76,6.49,14,1932,11574,985,12.3,53.55,"October 14, 2007",12.4,22994,5.0,10,October,"Turner, Frederick Jackson",0.12087840782587586,7611,355,4418,8.8,0.3900528202990615,176262.3,The Frontier in American History,9,Text,https://www.gutenberg.org/ebooks/22994,116906,2007
10.0,5.62,9.0,0.1,1819,8565,13.84,9.25,1,1891,498,984,4.4,79.26,"May, 1991",5.6000000000000005,15,7.5,5,May,"Melville, Herman",0.10639526710403,36,356,154,3.1,0.42057258892310434,2185.2,Moby Dick,7,Text,https://www.gutenberg.org/ebooks/15,1523,1991
14.7,5.81,17.0,0.06,1875,1336902,16.12,6.55,1,1955,30165,984,8.7,62.68,"January 1, 2011",8.8,34811,6.0,1,January,"Mann, Thomas",0.1653038137971359,9677,357,13140,3.1,0.3603634443763195,346267.8,Buddenbrooks: Verfall einer Familie,8,Text,https://www.gutenberg.org/ebooks/34811,230016,2011
8.0,4.91,12.0,0.08,1920,12577,10.31,6.95,10,2012,441,984,4.4,84.68,"February 10, 2016",6.800000000000001,51171,5.0,2,February,"Bradbury, Ray",0.04430359885508848,54,358,204,3.1,0.47773891911197613,3389.4,A Little Journey,8,Text,https://www.gutenberg.org/ebooks/51171,2561,2016
12.1,4.84,21.0,0.05,1811,1462802,10.79,5.93,1,1863,23910,984,9.1,67.08,"July, 1996",10.4,599,17.5,7,July,"Thackeray, William Makepeace",0.12641028548623423,8015,359,14050,3.1,0.5107735916392266,415761.3,Vanity Fair,7,Text,https://www.gutenberg.org/ebooks/599,302346,1996
8.0,4.9,12.0,0.08,1935,37623,10.25,6.99,5,0,1343,979,5.6,76.22,"March 5, 2016",6.800000000000001,51361,8.0,3,March,"Silverberg, Robert",0.053715225023818786,206,360,605,3.1,0.47401990993337134,10596.6,Birds of a Feather,8,Text,https://www.gutenberg.org/ebooks/51361,7678,2016
10.8,5.21,15.0,0.07,1893,808031,12.35,6.36,1,1952,19407,975,8.0,64.71,"February, 2005",8.0,7452,4.0,2,February,"Yogananda, Paramahansa",0.12057506131074744,7872,361,10140,3.1,0.4782454061984216,235272.6,Autobiography of a Yogi,7,Text,https://www.gutenberg.org/ebooks/7452,155018,2005
10.5,4.77,18.0,0.05,0,302305,10.39,6.21,2,0,6754,969,7.9,70.13,"March 2, 2016",9.200000000000001,51341,7.0,3,March,"Shaw, Milton",0.18467489934959888,1822,362,3356,3.1,0.4962734764046626,85837.5,Nine Thousand Miles On A Pullman Train: An Account of a Tour of Railroad Conductors From; Philadelphia to the Pacific Coast an Return,7,Text,https://www.gutenberg.org/ebooks/51341,63347,2016
15.5,5.13,25.0,0.04,1856,275214,12.77,6.69,28,1939,6155,957,11.9,54.56,"March 28, 2005",12.0,15489,5.0,3,March,"Freud, Sigmund",0.0828051457866595,3444,363,2110,8.8,0.48447739343337887,81594.9,Dream Psychology: Psychoanalysis for Beginners,8,Text,https://www.gutenberg.org/ebooks/15489,53679,2005
10.4,5.15,15.0,0.07,0,47170,12.0,7.43,1,0,1769,957,8.0,64.71,"March 1, 2016",8.0,51297,9.0,3,March,"Jacobs, Sylvia",0.11002100816045149,494,364,608,3.1,0.5149654990201206,13597.2,The Pilot and the Bushman,8,Text,https://www.gutenberg.org/ebooks/51297,9164,2016
10.3,4.86,17.0,0.06,1564,233490,10.61,6.27,1,1616,5450,951,6.4,79.6,"August, 1998",8.8,1430,8.0,8,August,"Shakespeare, William",0.1375968550168044,681,365,2715,3.1,0.546973536601522,63808.2,Beautiful Stories from Shakespeare,7,Text,https://www.gutenberg.org/ebooks/1430,48038,1998
